,Instrument,Date,Total Equity
2958,CLX,2008-06-30T00:00:00Z,-370000000.0
2959,CLX,2009-06-30T00:00:00Z,-175000000.0
2960,CLX,2010-06-30T00:00:00Z,83000000.0
2961,CLX,2011-06-30T00:00:00Z,-86000000.0
2962,CLX,2012-06-30T00:00:00Z,-135000000.0
2963,CLX,2013-06-30T00:00:00Z,146000000.0
2964,CLX,2014-06-30T00:00:00Z,154000000.0
2965,CLX,2015-06-30T00:00:00Z,118000000.0
2966,CLX,2016-06-30T00:00:00Z,297000000.0
2967,CLX,2017-06-30T00:00:00Z,542000000.0
2968,CLX,2018-06-30T00:00:00Z,726000000.0
2969,CLX,2019-06-30T00:00:00Z,559000000.0
2970,CLX,2020-06-30T00:00:00Z,908000000.0
2971,CLX,2021-06-30T00:00:00Z,411000000.0
2973,CMS,1986-12-31T00:00:00Z,
2974,CMS,1986-12-31T00:00:00Z,
2975,CMS,1986-12-31T00:00:00Z,
2976,CMS,1986-12-31T00:00:00Z,
2977,CMS,1986-12-31T00:00:00Z,
2978,CMS,1986-12-31T00:00:00Z,
2979,CMS,1986-12-31T00:00:00Z,
2980,CMS,1986-12-31T00:00:00Z,2847000000.0
2981,CMS,1986-12-31T00:00:00Z,2847000000.0
2982,CMS,1987-12-31T00:00:00Z,1784000000.0
2983,CMS,1988-12-31T00:00:00Z,1985000000.0
2984,CMS,1990-12-31T00:00:00Z,1558000000.0
2985,CMS,1991-12-31T00:00:00Z,1223000000.0
2986,CMS,1991-12-31T00:00:00Z,1223000000.0
2987,CMS,1992-12-31T00:00:00Z,890000000.0
2988,CMS,1993-12-31T00:00:00Z,1129000000.0
2989,CMS,1994-12-31T00:00:00Z,1463000000.0
2990,CMS,1995-12-31T00:00:00Z,1825000000.0
2991,CMS,1996-12-31T00:00:00Z,2158000000.0
2992,CMS,1997-12-31T00:00:00Z,2418000000.0
2993,CMS,1998-12-31T00:00:00Z,2847000000.0
2994,CMS,1999-12-31T00:00:00Z,3143000000.0
2995,CMS,2000-12-31T00:00:00Z,2798000000.0
2996,CMS,2001-12-31T00:00:00Z,2475000000.0
2997,CMS,2002-12-31T00:00:00Z,2005000000.0
2998,CMS,2003-12-31T00:00:00Z,1890000000.0
2999,CMS,2004-12-31T00:00:00Z,2377000000.0
3000,CMS,2005-12-31T00:00:00Z,2627000000.0
3001,CMS,2006-12-31T00:00:00Z,2539000000.0
3002,CMS,2007-12-31T00:00:00Z,2424000000.0
3003,CMS,2008-12-31T00:00:00Z,2719000000.0
3004,CMS,2009-12-31T00:00:00Z,2841000000.0
3005,CMS,2010-12-31T00:00:00Z,2793000000.0
3006,CMS,2011-12-31T00:00:00Z,3028000000.0
3007,CMS,2012-12-31T00:00:00Z,3194000000.0
3008,CMS,2013-12-31T00:00:00Z,3454000000.0
3009,CMS,2014-12-31T00:00:00Z,3670000000.0
3010,CMS,2015-12-31T00:00:00Z,3938000000.0
3011,CMS,2016-12-31T00:00:00Z,4253000000.0
3012,CMS,2017-12-31T00:00:00Z,4441000000.0
3013,CMS,2018-12-31T00:00:00Z,4755000000.0
3014,CMS,2019-12-31T00:00:00Z,5018000000.0
3015,CMS,2020-12-31T00:00:00Z,5496000000.0
3016,KO,1983-12-31T00:00:00Z,
3017,KO,1983-12-31T00:00:00Z,
3018,KO,1983-12-31T00:00:00Z,
3019,KO,1983-12-31T00:00:00Z,
3020,KO,1983-12-31T00:00:00Z,
3021,KO,1983-12-31T00:00:00Z,2920000000.0
3022,KO,1984-12-31T00:00:00Z,2778000000.0
3023,KO,1985-12-31T00:00:00Z,2979000000.0
3024,KO,1986-12-31T00:00:00Z,3514000000.0
3025,KO,1987-12-31T00:00:00Z,3188000000.0
3026,KO,1988-12-31T00:00:00Z,3345000000.0
3027,KO,1989-12-31T00:00:00Z,3485000000.0
3028,KO,1991-12-31T00:00:00Z,4239000000.0
3029,KO,1991-12-31T00:00:00Z,4239000000.0
3030,KO,1992-12-31T00:00:00Z,3888000000.0
3031,KO,1993-12-31T00:00:00Z,4584000000.0
3032,KO,1995-12-31T00:00:00Z,5392000000.0
3033,KO,1996-12-31T00:00:00Z,6156000000.0
3034,KO,1996-12-31T00:00:00Z,6156000000.0
3035,KO,1997-12-31T00:00:00Z,7274000000.0
3036,KO,1998-12-31T00:00:00Z,8403000000.0
3037,KO,1999-12-31T00:00:00Z,9513000000.0
3038,KO,2000-12-31T00:00:00Z,9316000000.0
3039,KO,2001-12-31T00:00:00Z,11366000000.0
3040,KO,2002-12-31T00:00:00Z,11800000000.0
3041,KO,2003-12-31T00:00:00Z,14090000000.0
3042,KO,2004-12-31T00:00:00Z,15935000000.0
3043,KO,2005-12-31T00:00:00Z,16355000000.0
3044,KO,2006-12-31T00:00:00Z,16920000000.0
3045,KO,2007-12-31T00:00:00Z,21744000000.0
3046,KO,2008-12-31T00:00:00Z,20472000000.0
3047,KO,2009-12-31T00:00:00Z,25346000000.0
3048,KO,2010-12-31T00:00:00Z,31003000000.0
3049,KO,2011-12-31T00:00:00Z,31635000000.0
3050,KO,2012-12-31T00:00:00Z,32790000000.0
3051,KO,2013-12-31T00:00:00Z,33173000000.0
3052,KO,2014-12-31T00:00:00Z,30320000000.0
3053,KO,2015-12-31T00:00:00Z,25554000000.0
3054,KO,2016-12-31T00:00:00Z,23062000000.0
3055,KO,2017-12-31T00:00:00Z,17072000000.0
3056,KO,2018-12-31T00:00:00Z,16981000000.0
3057,KO,2019-12-31T00:00:00Z,18981000000.0
3058,KO,2020-12-31T00:00:00Z,19299000000.0
3060,CL,1983-12-31T00:00:00Z,
3061,CL,1983-12-31T00:00:00Z,
3062,CL,1983-12-31T00:00:00Z,
3063,CL,1983-12-31T00:00:00Z,
3064,CL,1983-12-31T00:00:00Z,
3065,CL,1983-12-31T00:00:00Z,1341668000.0
3066,CL,1984-12-31T00:00:00Z,1231991000.0
3067,CL,1985-12-31T00:00:00Z,907048000.0
3068,CL,1986-12-31T00:00:00Z,979916000.0
3069,CL,1987-12-31T00:00:00Z,941143000.0
3070,CL,1988-12-31T00:00:00Z,1150627000.0
3071,CL,1989-12-31T00:00:00Z,1123184000.0
3072,CL,1990-12-31T00:00:00Z,1363600000.0
3073,CL,1991-12-31T00:00:00Z,1866300000.0
3074,CL,1992-12-31T00:00:00Z,2619800000.0
3075,CL,1993-12-31T00:00:00Z,1875000000.0
3076,CL,1994-12-31T00:00:00Z,1822900000.0
3077,CL,1995-12-31T00:00:00Z,1679800000.0
3078,CL,1996-12-31T00:00:00Z,2034100000.0
3079,CL,1997-12-31T00:00:00Z,2178600000.0
3080,CL,1998-12-31T00:00:00Z,2085600000.0
3081,CL,1999-12-31T00:00:00Z,1833700000.0
3082,CL,2000-12-31T00:00:00Z,1468100000.0
3083,CL,2001-12-31T00:00:00Z,846400000.0
3084,CL,2002-12-31T00:00:00Z,350300000.0
3085,CL,2003-12-31T00:00:00Z,887100000.0
3086,CL,2004-12-31T00:00:00Z,1245400000.0
3087,CL,2005-12-31T00:00:00Z,1350100000.0
3088,CL,2006-12-31T00:00:00Z,1410900000.0
3089,CL,2007-12-31T00:00:00Z,2286200000.0
3090,CL,2008-12-31T00:00:00Z,1922100000.0
3091,CL,2009-12-31T00:00:00Z,3116000000.0
3092,CL,2010-12-31T00:00:00Z,2675000000.0
3093,CL,2011-12-31T00:00:00Z,2375000000.0
3094,CL,2012-12-31T00:00:00Z,2189000000.0
3095,CL,2013-12-31T00:00:00Z,2305000000.0
3096,CL,2014-12-31T00:00:00Z,1145000000.0
3097,CL,2015-12-31T00:00:00Z,-299000000.0
3098,CL,2016-12-31T00:00:00Z,-243000000.0
3099,CL,2017-12-31T00:00:00Z,-60000000.0
3100,CL,2018-12-31T00:00:00Z,-102000000.0
3101,CL,2019-12-31T00:00:00Z,117000000.0
3102,CL,2020-12-31T00:00:00Z,743000000.0
3104,CMA,1991-12-31T00:00:00Z,
3105,CMA,1991-12-31T00:00:00Z,
3106,CMA,1991-12-31T00:00:00Z,
3107,CMA,1991-12-31T00:00:00Z,
3108,CMA,1991-12-31T00:00:00Z,
3109,CMA,1991-12-31T00:00:00Z,
3110,CMA,1991-12-31T00:00:00Z,
3111,CMA,1991-12-31T00:00:00Z,
3112,CMA,1991-12-31T00:00:00Z,
3113,CMA,1991-12-31T00:00:00Z,
3114,CMA,1991-12-31T00:00:00Z,
3115,CMA,1991-12-31T00:00:00Z,
3116,CMA,1991-12-31T00:00:00Z,1884987000.0
3117,CMA,1991-12-31T00:00:00Z,1884987000.0
3118,CMA,1992-12-31T00:00:00Z,2095137000.0
3119,CMA,1993-12-31T00:00:00Z,2181658000.0
3120,CMA,1994-12-31T00:00:00Z,2391780000.0
3121,CMA,1995-12-31T00:00:00Z,2607727000.0
3122,CMA,1996-12-31T00:00:00Z,2615569000.0
3123,CMA,1997-12-31T00:00:00Z,2761776000.0
3124,CMA,1998-12-31T00:00:00Z,3046613000.0
3125,CMA,1999-12-31T00:00:00Z,3474644000.0
3126,CMA,2000-12-31T00:00:00Z,4500159000.0
3127,CMA,2001-12-31T00:00:00Z,4807464000.0
3128,CMA,2002-12-31T00:00:00Z,4947000000.0
3129,CMA,2003-12-31T00:00:00Z,5110000000.0
3130,CMA,2004-12-31T00:00:00Z,5105000000.0
3131,CMA,2005-12-31T00:00:00Z,5068000000.0
3132,CMA,2006-12-31T00:00:00Z,5153000000.0
3133,CMA,2007-12-31T00:00:00Z,5117000000.0
3134,CMA,2008-12-31T00:00:00Z,7152000000.0
3135,CMA,2009-12-31T00:00:00Z,7029000000.0
3136,CMA,2010-12-31T00:00:00Z,5793000000.0
3137,CMA,2011-12-31T00:00:00Z,6868000000.0
3138,CMA,2012-12-31T00:00:00Z,6942000000.0
3139,CMA,2013-12-31T00:00:00Z,7150000000.0
3140,CMA,2014-12-31T00:00:00Z,7402000000.0
3141,CMA,2015-12-31T00:00:00Z,7560000000.0
3142,CMA,2016-12-31T00:00:00Z,7796000000.0
3143,CMA,2017-12-31T00:00:00Z,7963000000.0
3144,CMA,2018-12-31T00:00:00Z,7507000000.0
3145,CMA,2019-12-31T00:00:00Z,7327000000.0
3146,CMA,2020-12-31T00:00:00Z,8050000000.0
3147,CAG,1983-05-29T00:00:00Z,
3148,CAG,1983-05-29T00:00:00Z,
3149,CAG,1983-05-29T00:00:00Z,
3150,CAG,1983-05-29T00:00:00Z,
3151,CAG,1983-05-29T00:00:00Z,299803000.0
3152,CAG,1984-05-27T00:00:00Z,435809000.0
3153,CAG,1985-05-26T00:00:00Z,481805000.0
3154,CAG,1986-05-25T00:00:00Z,654394000.0
3155,CAG,1987-05-31T00:00:00Z,735833000.0
3156,CAG,1988-05-29T00:00:00Z,814321000.0
3157,CAG,1989-05-28T00:00:00Z,958196000.0
3158,CAG,1990-05-27T00:00:00Z,1097958000.0
3159,CAG,1991-05-26T00:00:00Z,2289300000.0
3160,CAG,1992-05-31T00:00:00Z,2588300000.0
3161,CAG,1993-05-31T00:00:00Z,2410400000.0
3162,CAG,1994-05-29T00:00:00Z,2682500000.0
3163,CAG,1995-05-28T00:00:00Z,3375300000.0
3164,CAG,1996-05-26T00:00:00Z,2780500000.0
3165,CAG,1997-05-25T00:00:00Z,2996700000.0
3166,CAG,1998-05-31T00:00:00Z,3364000000.0
3167,CAG,1999-05-30T00:00:00Z,3389100000.0
3168,CAG,2000-05-28T00:00:00Z,3413700000.0
3169,CAG,2001-05-27T00:00:00Z,4508200000.0
3170,CAG,2002-05-26T00:00:00Z,4483200000.0
3171,CAG,2003-05-25T00:00:00Z,4819600000.0
3172,CAG,2004-05-30T00:00:00Z,4793900000.0
3173,CAG,2005-05-29T00:00:00Z,4859400000.0
3174,CAG,2006-05-28T00:00:00Z,4650000000.0
3175,CAG,2007-05-27T00:00:00Z,4582900000.0
3176,CAG,2008-05-25T00:00:00Z,5337400000.0
3177,CAG,2009-05-31T00:00:00Z,4720900000.0
3178,CAG,2010-05-30T00:00:00Z,4923900000.0
3179,CAG,2011-05-29T00:00:00Z,4669700000.0
3180,CAG,2012-05-27T00:00:00Z,4439500000.0
3181,CAG,2013-05-26T00:00:00Z,5264400000.0
3182,CAG,2014-05-25T00:00:00Z,5258500000.0
3183,CAG,2015-05-31T00:00:00Z,4526000000.0
3184,CAG,2016-05-29T00:00:00Z,3713600000.0
3185,CAG,2017-05-28T00:00:00Z,3990800000.0
3186,CAG,2018-05-27T00:00:00Z,3676200000.0
3187,CAG,2019-05-26T00:00:00Z,7384600000.0
3188,CAG,2020-05-31T00:00:00Z,7876100000.0
3189,CAG,2021-05-30T00:00:00Z,8551800000.0
3190,COP,1983-12-31T00:00:00Z,
3191,COP,1983-12-31T00:00:00Z,
3192,COP,1983-12-31T00:00:00Z,
3193,COP,1983-12-31T00:00:00Z,
3194,COP,1983-12-31T00:00:00Z,6149000000.0
3195,COP,1984-12-31T00:00:00Z,6624000000.0
3196,COP,1984-12-31T00:00:00Z,6624000000.0
3197,COP,1985-12-31T00:00:00Z,1644000000.0
3198,COP,1986-12-31T00:00:00Z,1724000000.0
3199,COP,1987-12-31T00:00:00Z,1617000000.0
3200,COP,1988-12-31T00:00:00Z,2113000000.0
3201,COP,1989-12-31T00:00:00Z,2132000000.0
3202,COP,1990-12-31T00:00:00Z,2719000000.0
3203,COP,1991-12-31T00:00:00Z,2757000000.0
3204,COP,1992-12-31T00:00:00Z,2698000000.0
3205,COP,1993-12-31T00:00:00Z,2688000000.0
3206,COP,1994-12-31T00:00:00Z,2953000000.0
3207,COP,1995-12-31T00:00:00Z,3188000000.0
3208,COP,1996-12-31T00:00:00Z,4251000000.0
3209,COP,1997-12-31T00:00:00Z,4814000000.0
3210,COP,1998-12-31T00:00:00Z,4219000000.0
3211,COP,1999-12-31T00:00:00Z,4549000000.0
3212,COP,2000-12-31T00:00:00Z,6093000000.0
3213,COP,2001-12-31T00:00:00Z,14340000000.0
3214,COP,2002-12-31T00:00:00Z,29517000000.0
3215,COP,2003-12-31T00:00:00Z,34366000000.0
3216,COP,2004-12-31T00:00:00Z,42723000000.0
3217,COP,2005-12-31T00:00:00Z,52731000000.0
3218,COP,2006-12-31T00:00:00Z,82646000000.0
3219,COP,2007-12-31T00:00:00Z,88983000000.0
3220,COP,2008-12-31T00:00:00Z,55165000000.0
3221,COP,2009-12-31T00:00:00Z,62023000000.0
3222,COP,2010-12-31T00:00:00Z,68562000000.0
3223,COP,2011-12-31T00:00:00Z,65239000000.0
3224,COP,2012-12-31T00:00:00Z,47987000000.0
3225,COP,2013-12-31T00:00:00Z,52090000000.0
3226,COP,2014-12-31T00:00:00Z,51911000000.0
3227,COP,2015-12-31T00:00:00Z,39762000000.0
3228,COP,2016-12-31T00:00:00Z,34974000000.0
3229,COP,2017-12-31T00:00:00Z,30607000000.0
3230,COP,2018-12-31T00:00:00Z,31939000000.0
3231,COP,2019-12-31T00:00:00Z,34981000000.0
3232,COP,2020-12-31T00:00:00Z,29849000000.0
3233,ED,1983-12-31T00:00:00Z,
3234,ED,1983-12-31T00:00:00Z,
3235,ED,1983-12-31T00:00:00Z,
3236,ED,1983-12-31T00:00:00Z,
3237,ED,1983-12-31T00:00:00Z,
3238,ED,1983-12-31T00:00:00Z,4365250000.0
3239,ED,1984-12-31T00:00:00Z,4669076000.0
3240,ED,1985-12-31T00:00:00Z,4605945000.0
3241,ED,1986-12-31T00:00:00Z,4685955000.0
3242,ED,1987-12-31T00:00:00Z,4652587000.0
3243,ED,1988-12-31T00:00:00Z,4847375000.0
3244,ED,1989-12-31T00:00:00Z,5021135000.0
3245,ED,1990-12-31T00:00:00Z,5138013000.0
3246,ED,1991-12-31T00:00:00Z,5241228000.0
3247,ED,1992-12-31T00:00:00Z,5528128000.0
3248,ED,1993-12-31T00:00:00Z,5709258000.0
3249,ED,1994-12-31T00:00:00Z,5953307000.0
3250,ED,1995-12-31T00:00:00Z,6162651000.0
3251,ED,1996-12-31T00:00:00Z,6050216000.0
3252,ED,1997-12-31T00:00:00Z,6248097000.0
3253,ED,1998-12-31T00:00:00Z,6275218000.0
3254,ED,1999-12-31T00:00:00Z,5661620000.0
3255,ED,2000-12-31T00:00:00Z,5722002000.0
3256,ED,2001-12-31T00:00:00Z,5878831000.0
3257,ED,2002-12-31T00:00:00Z,6134000000.0
3258,ED,2003-12-31T00:00:00Z,6636000000.0
3259,ED,2004-12-31T00:00:00Z,7267000000.0
3260,ED,2005-12-31T00:00:00Z,7523000000.0
3261,ED,2006-12-31T00:00:00Z,8217000000.0
3262,ED,2007-12-31T00:00:00Z,9289000000.0
3263,ED,2008-12-31T00:00:00Z,9911000000.0
3264,ED,2009-12-31T00:00:00Z,10462000000.0
3265,ED,2010-12-31T00:00:00Z,11274000000.0
3266,ED,2011-12-31T00:00:00Z,11649000000.0
3267,ED,2012-12-31T00:00:00Z,11869000000.0
3268,ED,2013-12-31T00:00:00Z,12245000000.0
3269,ED,2014-12-31T00:00:00Z,12576000000.0
3270,ED,2015-12-31T00:00:00Z,13052000000.0
3271,ED,2016-12-31T00:00:00Z,14298000000.0
3272,ED,2017-12-31T00:00:00Z,15418000000.0
3273,ED,2018-12-31T00:00:00Z,16726000000.0
3274,ED,2019-12-31T00:00:00Z,18022000000.0
3275,ED,2020-12-31T00:00:00Z,18847000000.0
3276,STZ,1983-08-31T00:00:00Z,
3277,STZ,1983-08-31T00:00:00Z,
3278,STZ,1983-08-31T00:00:00Z,
3279,STZ,1983-08-31T00:00:00Z,
3280,STZ,1983-08-31T00:00:00Z,32198000.0
3281,STZ,1984-08-31T00:00:00Z,38417000.0
3282,STZ,1985-08-31T00:00:00Z,47937000.0
3283,STZ,1986-08-31T00:00:00Z,58545000.0
3284,STZ,1987-08-31T00:00:00Z,48805000.0
3285,STZ,1988-08-31T00:00:00Z,44721000.0
3286,STZ,1989-08-31T00:00:00Z,42773000.0
3287,STZ,1990-08-31T00:00:00Z,47204000.0
3288,STZ,1991-08-31T00:00:00Z,51974000.0
3289,STZ,1992-08-31T00:00:00Z,95549000.0
3290,STZ,1993-08-31T00:00:00Z,126104000.0
3291,STZ,1994-08-31T00:00:00Z,204193000.0
3292,STZ,1995-08-31T00:00:00Z,351882000.0
3293,STZ,1996-02-29T00:00:00Z,356506000.0
3294,STZ,1997-02-28T00:00:00Z,364733000.0
3295,STZ,1998-02-28T00:00:00Z,425427000.0
3296,STZ,1999-02-28T00:00:00Z,435272000.0
3297,STZ,2000-02-29T00:00:00Z,520840000.0
3298,STZ,2001-02-28T00:00:00Z,616268000.0
3299,STZ,2002-02-28T00:00:00Z,955736000.0
3300,STZ,2003-02-28T00:00:00Z,1174984000.0
3301,STZ,2004-02-29T00:00:00Z,2377619000.0
3302,STZ,2005-02-28T00:00:00Z,2779913000.0
3303,STZ,2006-02-28T00:00:00Z,2975200000.0
3304,STZ,2007-02-28T00:00:00Z,3417500000.0
3305,STZ,2008-02-29T00:00:00Z,2765900000.0
3306,STZ,2009-02-28T00:00:00Z,1908300000.0
3307,STZ,2010-02-28T00:00:00Z,2576300000.0
3308,STZ,2011-02-28T00:00:00Z,2551900000.0
3309,STZ,2012-02-29T00:00:00Z,2676000000.0
3310,STZ,2013-02-28T00:00:00Z,2860300000.0
3311,STZ,2014-02-28T00:00:00Z,4981300000.0
3312,STZ,2015-02-28T00:00:00Z,5770700000.0
3313,STZ,2016-02-29T00:00:00Z,6559600000.0
3314,STZ,2017-02-28T00:00:00Z,6891200000.0
3315,STZ,2018-02-28T00:00:00Z,7975100000.0
3316,STZ,2019-02-28T00:00:00Z,12551000000.0
3317,STZ,2020-02-29T00:00:00Z,12131800000.0
3318,STZ,2021-02-28T00:00:00Z,13598900000.0
3320,COO,1983-10-31T00:00:00Z,
3321,COO,1983-10-31T00:00:00Z,
3322,COO,1983-10-31T00:00:00Z,
3323,COO,1983-10-31T00:00:00Z,
3324,COO,1983-10-31T00:00:00Z,
3325,COO,1983-10-31T00:00:00Z,139024000.0
3326,COO,1984-10-31T00:00:00Z,158512000.0
3327,COO,1985-10-31T00:00:00Z,204109000.0
3328,COO,1986-10-31T00:00:00Z,220959000.0
3329,COO,1987-10-31T00:00:00Z,324198000.0
3330,COO,1988-10-31T00:00:00Z,125527000.0
3331,COO,1989-10-31T00:00:00Z,101688000.0
3332,COO,1990-10-31T00:00:00Z,85583000.0
3333,COO,1991-10-31T00:00:00Z,71702000.0
3334,COO,1992-10-31T00:00:00Z,46297000.0
3335,COO,1994-10-31T00:00:00Z,-3654000.0
3336,COO,1995-10-31T00:00:00Z,-1749000.0
3337,COO,1996-10-31T00:00:00Z,15330000.0
3338,COO,1997-10-31T00:00:00Z,111533000.0
3339,COO,1998-10-31T00:00:00Z,145253000.0
3340,COO,1999-10-31T00:00:00Z,164143000.0
3341,COO,2000-10-31T00:00:00Z,198438000.0
3342,COO,2001-10-31T00:00:00Z,256284000.0
3343,COO,2002-10-31T00:00:00Z,311442000.0
3344,COO,2003-10-31T00:00:00Z,422047000.0
3345,COO,2004-10-31T00:00:00Z,544161000.0
3346,COO,2005-10-31T00:00:00Z,1273225000.0
3347,COO,2006-10-31T00:00:00Z,1378509000.0
3348,COO,2007-10-31T00:00:00Z,1459487000.0
3349,COO,2008-10-31T00:00:00Z,1417076000.0
3350,COO,2009-10-31T00:00:00Z,1540342000.0
3351,COO,2010-10-31T00:00:00Z,1666776000.0
3352,COO,2011-10-31T00:00:00Z,1937488000.0
3353,COO,2012-10-31T00:00:00Z,2192751000.0
3354,COO,2013-10-31T00:00:00Z,2404535000.0
3355,COO,2014-10-31T00:00:00Z,2569878000.0
3356,COO,2015-10-31T00:00:00Z,2667509000.0
3357,COO,2016-10-31T00:00:00Z,2695800000.0
3358,COO,2017-10-31T00:00:00Z,3175700000.0
3359,COO,2018-10-31T00:00:00Z,3307600000.0
3360,COO,2019-10-31T00:00:00Z,3628400000.0
3361,COO,2020-10-31T00:00:00Z,3824600000.0
3362,COO,2021-10-31T00:00:00Z,6941800000.0
3364,GLW,1984-01-01T00:00:00Z,
3365,GLW,1984-01-01T00:00:00Z,
3366,GLW,1984-01-01T00:00:00Z,
3367,GLW,1984-01-01T00:00:00Z,
3368,GLW,1984-01-01T00:00:00Z,
3369,GLW,1984-01-01T00:00:00Z,1032700000.0
3370,GLW,1984-12-30T00:00:00Z,1067100000.0
3371,GLW,1985-12-29T00:00:00Z,1185600000.0
3372,GLW,1986-12-28T00:00:00Z,1395600000.0
3373,GLW,1988-01-03T00:00:00Z,1535700000.0
3374,GLW,1989-01-01T00:00:00Z,1560700000.0
3375,GLW,1989-12-31T00:00:00Z,1742800000.0
3376,GLW,1990-12-31T00:00:00Z,1881000000.0
3377,GLW,1991-12-29T00:00:00Z,2046700000.0
3378,GLW,1993-01-03T00:00:00Z,1830700000.0
3379,GLW,1994-01-02T00:00:00Z,1711500000.0
3380,GLW,1995-01-01T00:00:00Z,2287900000.0
3381,GLW,1995-12-31T00:00:00Z,2126900000.0
3382,GLW,1996-12-31T00:00:00Z,983300000.0
3383,GLW,1997-12-31T00:00:00Z,1266300000.0
3384,GLW,1998-12-31T00:00:00Z,1724500000.0
3385,GLW,1999-12-31T00:00:00Z,2476200000.0
3386,GLW,2000-12-31T00:00:00Z,10642000000.0
3387,GLW,2001-12-31T00:00:00Z,5421000000.0
3388,GLW,2002-12-31T00:00:00Z,4691000000.0
3389,GLW,2003-12-31T00:00:00Z,5464000000.0
3390,GLW,2004-12-31T00:00:00Z,3701000000.0
3391,GLW,2005-12-31T00:00:00Z,5487000000.0
3392,GLW,2006-12-31T00:00:00Z,7246000000.0
3393,GLW,2007-12-31T00:00:00Z,9496000000.0
3394,GLW,2008-12-31T00:00:00Z,13443000000.0
3395,GLW,2009-12-31T00:00:00Z,15543000000.0
3396,GLW,2010-12-31T00:00:00Z,19375000000.0
3397,GLW,2011-12-31T00:00:00Z,21078000000.0
3398,GLW,2012-12-31T00:00:00Z,21486000000.0
3399,GLW,2013-12-31T00:00:00Z,21162000000.0
3400,GLW,2014-12-31T00:00:00Z,21579000000.0
3401,GLW,2015-12-31T00:00:00Z,18788000000.0
3402,GLW,2016-12-31T00:00:00Z,17893000000.0
3403,GLW,2017-12-31T00:00:00Z,15698000000.0
3404,GLW,2018-12-31T00:00:00Z,13792000000.0
3405,GLW,2019-12-31T00:00:00Z,12907000000.0
3406,GLW,2020-12-31T00:00:00Z,13257000000.0
3411,CCI,1996-12-31T00:00:00Z,
3412,CCI,1996-12-31T00:00:00Z,
3413,CCI,1996-12-31T00:00:00Z,
3414,CCI,1996-12-31T00:00:00Z,
3415,CCI,1996-12-31T00:00:00Z,
3416,CCI,1996-12-31T00:00:00Z,
3417,CCI,1996-12-31T00:00:00Z,
3418,CCI,1996-12-31T00:00:00Z,
3419,CCI,1996-12-31T00:00:00Z,
3420,CCI,1996-12-31T00:00:00Z,
3421,CCI,1996-12-31T00:00:00Z,
3422,CCI,1996-12-31T00:00:00Z,
3423,CCI,1996-12-31T00:00:00Z,
3424,CCI,1996-12-31T00:00:00Z,
3425,CCI,1996-12-31T00:00:00Z,
3426,CCI,1996-12-31T00:00:00Z,
3427,CCI,1996-12-31T00:00:00Z,
3428,CCI,1996-12-31T00:00:00Z,15340000.0
3429,CCI,1996-12-31T00:00:00Z,15340000.0
3430,CCI,1997-12-31T00:00:00Z,202541000.0
3431,CCI,1998-12-31T00:00:00Z,938625000.0
3432,CCI,1999-12-31T00:00:00Z,2040670000.0
3433,CCI,2000-12-31T00:00:00Z,3263580000.0
3434,CCI,2001-12-31T00:00:00Z,3243509000.0
3435,CCI,2002-12-31T00:00:00Z,2964512000.0
3436,CCI,2003-12-31T00:00:00Z,2301055000.0
3437,CCI,2004-12-31T00:00:00Z,2357534000.0
3438,CCI,2005-12-31T00:00:00Z,1490319000.0
3439,CCI,2006-12-31T00:00:00Z,1069152000.0
3440,CCI,2007-12-31T00:00:00Z,3480709000.0
3441,CCI,2008-12-31T00:00:00Z,3030591000.0
3442,CCI,2009-12-31T00:00:00Z,3251895000.0
3443,CCI,2010-12-31T00:00:00Z,2761954000.0
3444,CCI,2011-12-31T00:00:00Z,2691277000.0
3445,CCI,2012-12-31T00:00:00Z,2938746000.0
3446,CCI,2013-12-31T00:00:00Z,6926717000.0
3447,CCI,2014-12-31T00:00:00Z,6716225000.0
3448,CCI,2015-12-31T00:00:00Z,7089221000.0
3449,CCI,2016-12-31T00:00:00Z,7557115000.0
3450,CCI,2017-12-31T00:00:00Z,12339082000.0
3451,CCI,2018-12-31T00:00:00Z,11571000000.0
3452,CCI,2019-12-31T00:00:00Z,10489000000.0
3453,CCI,2020-12-31T00:00:00Z,9461000000.0
3455,CMI,1983-12-31T00:00:00Z,
3456,CMI,1983-12-31T00:00:00Z,
3457,CMI,1983-12-31T00:00:00Z,
3458,CMI,1983-12-31T00:00:00Z,
3459,CMI,1983-12-31T00:00:00Z,505150000.0
3460,CMI,1984-12-31T00:00:00Z,649222000.0
3461,CMI,1985-12-31T00:00:00Z,711585000.0
3462,CMI,1985-12-31T00:00:00Z,711585000.0
3463,CMI,1986-12-31T00:00:00Z,770343000.0
3464,CMI,1987-12-31T00:00:00Z,807312000.0
3465,CMI,1988-12-31T00:00:00Z,701480000.0
3466,CMI,1989-12-31T00:00:00Z,559200000.0
3467,CMI,1990-12-31T00:00:00Z,669300000.0
3468,CMI,1991-12-31T00:00:00Z,623800000.0
3469,CMI,1992-12-31T00:00:00Z,501100000.0
3470,CMI,1993-12-31T00:00:00Z,821100000.0
3471,CMI,1994-12-31T00:00:00Z,1072600000.0
3472,CMI,1995-12-31T00:00:00Z,1183000000.0
3473,CMI,1996-12-31T00:00:00Z,1312000000.0
3474,CMI,1997-12-31T00:00:00Z,1422000000.0
3475,CMI,1998-12-31T00:00:00Z,1272000000.0
