,Instrument,Date,Total Assets
9255,NEE,1991-12-31T00:00:00Z,11281785000.0
9256,NEE,1992-12-31T00:00:00Z,12306305000.0
9257,NEE,1993-12-31T00:00:00Z,13078012000.0
9258,NEE,1994-12-31T00:00:00Z,12617616000.0
9259,NEE,1995-12-31T00:00:00Z,12459226000.0
9260,NEE,1996-12-31T00:00:00Z,12219323000.0
9261,NEE,1997-12-31T00:00:00Z,12449000000.0
9262,NEE,1998-12-31T00:00:00Z,12029000000.0
9263,NEE,1999-12-31T00:00:00Z,13441000000.0
9264,NEE,2000-12-31T00:00:00Z,15300000000.0
9265,NEE,2001-12-31T00:00:00Z,17463000000.0
9266,NEE,2002-12-31T00:00:00Z,23185000000.0
9267,NEE,2003-12-31T00:00:00Z,26935000000.0
9268,NEE,2004-12-31T00:00:00Z,28333000000.0
9269,NEE,2005-12-31T00:00:00Z,32990000000.0
9270,NEE,2006-12-31T00:00:00Z,35822000000.0
9271,NEE,2007-12-31T00:00:00Z,40123000000.0
9272,NEE,2008-12-31T00:00:00Z,44821000000.0
9273,NEE,2009-12-31T00:00:00Z,48458000000.0
9274,NEE,2010-12-31T00:00:00Z,52994000000.0
9275,NEE,2011-12-31T00:00:00Z,57188000000.0
9276,NEE,2012-12-31T00:00:00Z,64439000000.0
9277,NEE,2013-12-31T00:00:00Z,69306000000.0
9278,NEE,2014-12-31T00:00:00Z,74605000000.0
9279,NEE,2015-12-31T00:00:00Z,82479000000.0
9280,NEE,2016-12-31T00:00:00Z,89993000000.0
9281,NEE,2017-12-31T00:00:00Z,97963000000.0
9282,NEE,2018-12-31T00:00:00Z,103702000000.0
9283,NEE,2019-12-31T00:00:00Z,117691000000.0
9284,NEE,2020-12-31T00:00:00Z,127684000000.0
9285,NKE,1983-05-31T00:00:00Z,
9286,NKE,1983-05-31T00:00:00Z,
9287,NKE,1983-05-31T00:00:00Z,
9288,NKE,1983-05-31T00:00:00Z,
9289,NKE,1983-05-31T00:00:00Z,508028000.0
9290,NKE,1984-05-31T00:00:00Z,559159000.0
9291,NKE,1985-05-31T00:00:00Z,503966000.0
9292,NKE,1986-05-31T00:00:00Z,476838000.0
9293,NKE,1987-05-31T00:00:00Z,511843000.0
9294,NKE,1988-05-31T00:00:00Z,709095000.0
9295,NKE,1989-05-31T00:00:00Z,825410000.0
9296,NKE,1990-05-31T00:00:00Z,1094552000.0
9297,NKE,1991-05-31T00:00:00Z,1708430000.0
9298,NKE,1992-05-31T00:00:00Z,1872861000.0
9299,NKE,1993-05-31T00:00:00Z,2186269000.0
9300,NKE,1994-05-31T00:00:00Z,2373815000.0
9301,NKE,1995-05-31T00:00:00Z,3142745000.0
9302,NKE,1996-05-31T00:00:00Z,3951628000.0
9303,NKE,1997-05-31T00:00:00Z,5361207000.0
9304,NKE,1998-05-31T00:00:00Z,5397400000.0
9305,NKE,1999-05-31T00:00:00Z,5247700000.0
9306,NKE,2000-05-31T00:00:00Z,5856900000.0
9307,NKE,2001-05-31T00:00:00Z,5819600000.0
9308,NKE,2002-05-31T00:00:00Z,6440000000.0
9309,NKE,2003-05-31T00:00:00Z,6821100000.0
9310,NKE,2004-05-31T00:00:00Z,7908700000.0
9311,NKE,2005-05-31T00:00:00Z,8793600000.0
9312,NKE,2006-05-31T00:00:00Z,9869600000.0
9313,NKE,2007-05-31T00:00:00Z,10688300000.0
9314,NKE,2008-05-31T00:00:00Z,12442700000.0
9315,NKE,2009-05-31T00:00:00Z,13249600000.0
9316,NKE,2010-05-31T00:00:00Z,14419300000.0
9317,NKE,2011-05-31T00:00:00Z,14998000000.0
9318,NKE,2012-05-31T00:00:00Z,15465000000.0
9319,NKE,2013-05-31T00:00:00Z,17545000000.0
9320,NKE,2014-05-31T00:00:00Z,18594000000.0
9321,NKE,2015-05-31T00:00:00Z,21597000000.0
9322,NKE,2016-05-31T00:00:00Z,21379000000.0
9323,NKE,2017-05-31T00:00:00Z,23259000000.0
9324,NKE,2018-05-31T00:00:00Z,22536000000.0
9325,NKE,2019-05-31T00:00:00Z,23717000000.0
9326,NKE,2020-05-31T00:00:00Z,31342000000.0
9327,NKE,2021-05-31T00:00:00Z,37740000000.0
9328,NI,1987-12-31T00:00:00Z,
9329,NI,1987-12-31T00:00:00Z,
9330,NI,1987-12-31T00:00:00Z,
9331,NI,1987-12-31T00:00:00Z,
9332,NI,1987-12-31T00:00:00Z,
9333,NI,1987-12-31T00:00:00Z,
9334,NI,1987-12-31T00:00:00Z,
9335,NI,1987-12-31T00:00:00Z,
9336,NI,1987-12-31T00:00:00Z,
9337,NI,1987-12-31T00:00:00Z,3821690000.0
9338,NI,1988-12-31T00:00:00Z,3684722000.0
9339,NI,1989-12-31T00:00:00Z,3657718000.0
9340,NI,1990-12-31T00:00:00Z,3625181000.0
9341,NI,1991-12-31T00:00:00Z,3647557000.0
9342,NI,1992-12-31T00:00:00Z,3776499000.0
9343,NI,1993-12-31T00:00:00Z,3912324000.0
9344,NI,1994-12-31T00:00:00Z,3947138000.0
9345,NI,1995-12-31T00:00:00Z,3999520000.0
9346,NI,1996-12-31T00:00:00Z,4288883000.0
9347,NI,1997-12-31T00:00:00Z,4937033000.0
9348,NI,1998-12-31T00:00:00Z,4986503000.0
9349,NI,1999-12-31T00:00:00Z,6428600000.0
9350,NI,2000-12-31T00:00:00Z,19682700000.0
9351,NI,2001-12-31T00:00:00Z,17834400000.0
9352,NI,2002-12-31T00:00:00Z,17942600000.0
9353,NI,2003-12-31T00:00:00Z,16624200000.0
9354,NI,2004-12-31T00:00:00Z,16987800000.0
9355,NI,2005-12-31T00:00:00Z,17958500000.0
9356,NI,2006-12-31T00:00:00Z,18156500000.0
9357,NI,2007-12-31T00:00:00Z,18010300000.0
9358,NI,2008-12-31T00:00:00Z,20032200000.0
9359,NI,2009-12-31T00:00:00Z,19271700000.0
9360,NI,2010-12-31T00:00:00Z,19913400000.0
9361,NI,2011-12-31T00:00:00Z,20708300000.0
9362,NI,2012-12-31T00:00:00Z,21844700000.0
9363,NI,2013-12-31T00:00:00Z,22653900000.0
9364,NI,2014-12-31T00:00:00Z,24589800000.0
9365,NI,2015-12-31T00:00:00Z,17492500000.0
9366,NI,2016-12-31T00:00:00Z,18691900000.0
9367,NI,2017-12-31T00:00:00Z,19961700000.0
9368,NI,2018-12-31T00:00:00Z,21804000000.0
9369,NI,2019-12-31T00:00:00Z,22659800000.0
9370,NI,2020-12-31T00:00:00Z,22040500000.0
9372,NSC,1983-12-31T00:00:00Z,
9373,NSC,1983-12-31T00:00:00Z,
9374,NSC,1983-12-31T00:00:00Z,
9375,NSC,1983-12-31T00:00:00Z,
9376,NSC,1983-12-31T00:00:00Z,
9377,NSC,1983-12-31T00:00:00Z,8207497000.0
9378,NSC,1984-12-31T00:00:00Z,8660922000.0
9379,NSC,1985-12-31T00:00:00Z,9768631000.0
9380,NSC,1986-12-31T00:00:00Z,9752445000.0
9381,NSC,1987-12-31T00:00:00Z,9831600000.0
9382,NSC,1988-12-31T00:00:00Z,10059063000.0
9383,NSC,1989-12-31T00:00:00Z,10244322000.0
9384,NSC,1990-12-31T00:00:00Z,10523000000.0
9385,NSC,1991-12-31T00:00:00Z,10148100000.0
9386,NSC,1992-12-31T00:00:00Z,10400500000.0
9387,NSC,1993-12-31T00:00:00Z,10519800000.0
9388,NSC,1994-12-31T00:00:00Z,10587800000.0
9389,NSC,1995-12-31T00:00:00Z,10904800000.0
9390,NSC,1996-12-31T00:00:00Z,11234000000.0
9391,NSC,1997-12-31T00:00:00Z,17350000000.0
9392,NSC,1998-12-31T00:00:00Z,18180000000.0
9393,NSC,1999-12-31T00:00:00Z,19250000000.0
9394,NSC,2000-12-31T00:00:00Z,18976000000.0
9395,NSC,2001-12-31T00:00:00Z,19418000000.0
9396,NSC,2002-12-31T00:00:00Z,19956000000.0
9397,NSC,2003-12-31T00:00:00Z,20596000000.0
9398,NSC,2004-12-31T00:00:00Z,24750000000.0
9399,NSC,2005-12-31T00:00:00Z,25859000000.0
9400,NSC,2006-12-31T00:00:00Z,26028000000.0
9401,NSC,2007-12-31T00:00:00Z,26144000000.0
9402,NSC,2008-12-31T00:00:00Z,26297000000.0
9403,NSC,2009-12-31T00:00:00Z,27369000000.0
9404,NSC,2010-12-31T00:00:00Z,28199000000.0
9405,NSC,2011-12-31T00:00:00Z,28538000000.0
9406,NSC,2012-12-31T00:00:00Z,30342000000.0
9407,NSC,2013-12-31T00:00:00Z,32483000000.0
9408,NSC,2014-12-31T00:00:00Z,33200000000.0
9409,NSC,2015-12-31T00:00:00Z,34139000000.0
9410,NSC,2016-12-31T00:00:00Z,34892000000.0
9411,NSC,2017-12-31T00:00:00Z,35711000000.0
9412,NSC,2018-12-31T00:00:00Z,36239000000.0
9413,NSC,2019-12-31T00:00:00Z,37923000000.0
9414,NSC,2020-12-31T00:00:00Z,37962000000.0
9416,NOC,1983-12-31T00:00:00Z,
9417,NOC,1983-12-31T00:00:00Z,
9418,NOC,1983-12-31T00:00:00Z,
9419,NOC,1983-12-31T00:00:00Z,
9420,NOC,1983-12-31T00:00:00Z,
9421,NOC,1983-12-31T00:00:00Z,1596000000.0
9422,NOC,1984-12-31T00:00:00Z,1958000000.0
9423,NOC,1985-12-31T00:00:00Z,2334000000.0
9424,NOC,1986-12-31T00:00:00Z,2699000000.0
9425,NOC,1987-12-31T00:00:00Z,3124000000.0
9426,NOC,1988-12-31T00:00:00Z,3141000000.0
9427,NOC,1989-12-31T00:00:00Z,3196000000.0
9428,NOC,1990-12-31T00:00:00Z,3095000000.0
9429,NOC,1991-12-31T00:00:00Z,3127000000.0
9430,NOC,1992-12-31T00:00:00Z,3162000000.0
9431,NOC,1993-12-31T00:00:00Z,2939000000.0
9432,NOC,1994-12-31T00:00:00Z,6047000000.0
9433,NOC,1995-12-31T00:00:00Z,5455000000.0
9434,NOC,1996-12-31T00:00:00Z,9645000000.0
9435,NOC,1997-12-31T00:00:00Z,9677000000.0
9436,NOC,1998-12-31T00:00:00Z,9536000000.0
9437,NOC,1999-12-31T00:00:00Z,9285000000.0
9438,NOC,2000-12-31T00:00:00Z,9622000000.0
9439,NOC,2001-12-31T00:00:00Z,20818000000.0
9440,NOC,2002-12-31T00:00:00Z,42326000000.0
9441,NOC,2003-12-31T00:00:00Z,33022000000.0
9442,NOC,2004-12-31T00:00:00Z,33303000000.0
9443,NOC,2005-12-31T00:00:00Z,34214000000.0
9444,NOC,2006-12-31T00:00:00Z,32009000000.0
9445,NOC,2007-12-31T00:00:00Z,33373000000.0
9446,NOC,2008-12-31T00:00:00Z,30197000000.0
9447,NOC,2009-12-31T00:00:00Z,30418000000.0
9448,NOC,2010-12-31T00:00:00Z,31410000000.0
9449,NOC,2011-12-31T00:00:00Z,25411000000.0
9450,NOC,2012-12-31T00:00:00Z,26543000000.0
9451,NOC,2013-12-31T00:00:00Z,26381000000.0
9452,NOC,2014-12-31T00:00:00Z,26572000000.0
9453,NOC,2015-12-31T00:00:00Z,24424000000.0
9454,NOC,2016-12-31T00:00:00Z,25614000000.0
9455,NOC,2017-12-31T00:00:00Z,35128000000.0
9456,NOC,2018-12-31T00:00:00Z,37653000000.0
9457,NOC,2019-12-31T00:00:00Z,41089000000.0
9458,NOC,2020-12-31T00:00:00Z,44469000000.0
9460,NRG,1998-12-31T00:00:00Z,
9461,NRG,1998-12-31T00:00:00Z,
9462,NRG,1998-12-31T00:00:00Z,
9463,NRG,1998-12-31T00:00:00Z,
9464,NRG,1998-12-31T00:00:00Z,
9465,NRG,1998-12-31T00:00:00Z,
9466,NRG,1998-12-31T00:00:00Z,
9467,NRG,1998-12-31T00:00:00Z,
9468,NRG,1998-12-31T00:00:00Z,
9469,NRG,1998-12-31T00:00:00Z,
9470,NRG,1998-12-31T00:00:00Z,
9471,NRG,1998-12-31T00:00:00Z,
9472,NRG,1998-12-31T00:00:00Z,
9473,NRG,1998-12-31T00:00:00Z,
9474,NRG,1998-12-31T00:00:00Z,
9475,NRG,1998-12-31T00:00:00Z,
9476,NRG,1998-12-31T00:00:00Z,
9477,NRG,1998-12-31T00:00:00Z,
9478,NRG,1998-12-31T00:00:00Z,
9479,NRG,1998-12-31T00:00:00Z,1293426000.0
9480,NRG,1998-12-31T00:00:00Z,1293426000.0
9481,NRG,1999-12-31T00:00:00Z,3431684000.0
9482,NRG,2000-12-31T00:00:00Z,5978992000.0
9483,NRG,2001-12-31T00:00:00Z,12913597000.0
9484,NRG,2002-12-31T00:00:00Z,10894004000.0
9485,NRG,2003-12-31T00:00:00Z,9244987000.0
9486,NRG,2004-12-31T00:00:00Z,7864000000.0
9487,NRG,2005-12-31T00:00:00Z,7466000000.0
9488,NRG,2006-12-31T00:00:00Z,19436000000.0
9489,NRG,2007-12-31T00:00:00Z,19274000000.0
9490,NRG,2008-12-31T00:00:00Z,24808000000.0
9491,NRG,2009-12-31T00:00:00Z,23378000000.0
9492,NRG,2010-12-31T00:00:00Z,26896000000.0
9493,NRG,2011-12-31T00:00:00Z,26900000000.0
9494,NRG,2012-12-31T00:00:00Z,34983000000.0
9495,NRG,2013-12-31T00:00:00Z,33902000000.0
9496,NRG,2014-12-31T00:00:00Z,40466000000.0
9497,NRG,2015-12-31T00:00:00Z,32882000000.0
9498,NRG,2016-12-31T00:00:00Z,30682000000.0
9499,NRG,2017-12-31T00:00:00Z,23550000000.0
9500,NRG,2018-12-31T00:00:00Z,10628000000.0
9501,NRG,2019-12-31T00:00:00Z,12531000000.0
9502,NRG,2020-12-31T00:00:00Z,14902000000.0
9503,NUE,1983-12-31T00:00:00Z,
9504,NUE,1983-12-31T00:00:00Z,
9505,NUE,1983-12-31T00:00:00Z,
9506,NUE,1983-12-31T00:00:00Z,
9507,NUE,1983-12-31T00:00:00Z,
9508,NUE,1983-12-31T00:00:00Z,425566000.0
9509,NUE,1984-12-31T00:00:00Z,482190000.0
9510,NUE,1985-12-31T00:00:00Z,560310000.0
9511,NUE,1986-12-31T00:00:00Z,571610000.0
9512,NUE,1987-12-31T00:00:00Z,654089000.0
9513,NUE,1988-12-31T00:00:00Z,949661000.0
9514,NUE,1989-12-31T00:00:00Z,1033831000.0
9515,NUE,1990-12-31T00:00:00Z,1035886000.0
9516,NUE,1991-12-31T00:00:00Z,1181578000.0
9517,NUE,1992-12-31T00:00:00Z,1507381000.0
9518,NUE,1993-12-31T00:00:00Z,1829268000.0
9519,NUE,1994-12-31T00:00:00Z,2001919000.0
9520,NUE,1995-12-31T00:00:00Z,2296141000.0
9521,NUE,1996-12-31T00:00:00Z,2619535000.0
9522,NUE,1997-12-31T00:00:00Z,2984383000.0
9523,NUE,1998-12-31T00:00:00Z,3226545000.0
9524,NUE,1999-12-31T00:00:00Z,3729849000.0
9525,NUE,2000-12-31T00:00:00Z,3710868000.0
9526,NUE,2001-12-31T00:00:00Z,3759348000.0
9527,NUE,2002-12-31T00:00:00Z,4381000000.0
9528,NUE,2003-12-31T00:00:00Z,4492353000.0
9529,NUE,2004-12-31T00:00:00Z,6140391000.0
9530,NUE,2005-12-31T00:00:00Z,7148845000.0
9531,NUE,2006-12-31T00:00:00Z,7893018000.0
9532,NUE,2007-12-31T00:00:00Z,9826122000.0
9533,NUE,2008-12-31T00:00:00Z,13874443000.0
9534,NUE,2009-12-31T00:00:00Z,12571904000.0
9535,NUE,2010-12-31T00:00:00Z,13921910000.0
9536,NUE,2011-12-31T00:00:00Z,14570350000.0
9537,NUE,2012-12-31T00:00:00Z,14152058000.0
9538,NUE,2013-12-31T00:00:00Z,15203283000.0
9539,NUE,2014-12-31T00:00:00Z,15615927000.0
9540,NUE,2015-12-31T00:00:00Z,14326969000.0
9541,NUE,2016-12-31T00:00:00Z,15223518000.0
9542,NUE,2017-12-31T00:00:00Z,15841258000.0
9543,NUE,2018-12-31T00:00:00Z,17920588000.0
9544,NUE,2019-12-31T00:00:00Z,18344666000.0
9545,NUE,2020-12-31T00:00:00Z,20125394000.0
9547,NVR,1987-12-31T00:00:00Z,
9548,NVR,1987-12-31T00:00:00Z,
9549,NVR,1987-12-31T00:00:00Z,
9550,NVR,1987-12-31T00:00:00Z,
9551,NVR,1987-12-31T00:00:00Z,
9552,NVR,1987-12-31T00:00:00Z,
9553,NVR,1987-12-31T00:00:00Z,
9554,NVR,1987-12-31T00:00:00Z,
9555,NVR,1987-12-31T00:00:00Z,
9556,NVR,1987-12-31T00:00:00Z,2118105000.0
9557,NVR,1988-12-31T00:00:00Z,2183960000.0
9558,NVR,1989-12-31T00:00:00Z,2378557000.0
9559,NVR,1991-12-31T00:00:00Z,1570854000.0
9560,NVR,1991-12-31T00:00:00Z,1570854000.0
9561,NVR,1992-12-31T00:00:00Z,736926000.0
9562,NVR,1993-12-31T00:00:00Z,738373000.0
9563,NVR,1995-12-31T00:00:00Z,513598000.0
9564,NVR,1995-12-31T00:00:00Z,513598000.0
9565,NVR,1996-12-31T00:00:00Z,501165000.0
9566,NVR,1997-12-31T00:00:00Z,564621000.0
9567,NVR,1998-12-31T00:00:00Z,724359000.0
9568,NVR,1999-12-31T00:00:00Z,767281000.0
9569,NVR,2000-12-31T00:00:00Z,841260000.0
9570,NVR,2001-12-31T00:00:00Z,995047000.0
9571,NVR,2002-12-31T00:00:00Z,1182288000.0
9572,NVR,2003-12-31T00:00:00Z,1363105000.0
9573,NVR,2004-12-31T00:00:00Z,1777967000.0
9574,NVR,2005-12-31T00:00:00Z,2237669000.0
9575,NVR,2006-12-31T00:00:00Z,2473808000.0
9576,NVR,2007-12-31T00:00:00Z,2194416000.0
9577,NVR,2008-12-31T00:00:00Z,2103236000.0
9578,NVR,2009-12-31T00:00:00Z,2395770000.0
9579,NVR,2010-12-31T00:00:00Z,2260061000.0
9580,NVR,2011-12-31T00:00:00Z,1779485000.0
9581,NVR,2012-12-31T00:00:00Z,2604842000.0
9582,NVR,2013-12-31T00:00:00Z,2486148000.0
9583,NVR,2014-12-31T00:00:00Z,2351335000.0
9584,NVR,2015-12-31T00:00:00Z,2511718000.0
9585,NVR,2016-12-31T00:00:00Z,2643943000.0
9586,NVR,2017-12-31T00:00:00Z,2989279000.0
9587,NVR,2018-12-31T00:00:00Z,3165933000.0
9588,NVR,2019-12-31T00:00:00Z,3809815000.0
9589,NVR,2020-12-31T00:00:00Z,5777141000.0
9592,OXY,1983-12-31T00:00:00Z,
9593,OXY,1983-12-31T00:00:00Z,
9594,OXY,1983-12-31T00:00:00Z,
9595,OXY,1983-12-31T00:00:00Z,
9596,OXY,1983-12-31T00:00:00Z,
9597,OXY,1983-12-31T00:00:00Z,11774000000.0
9598,OXY,1984-12-31T00:00:00Z,12273000000.0
9599,OXY,1985-12-31T00:00:00Z,11586000000.0
9600,OXY,1986-12-31T00:00:00Z,17467000000.0
9601,OXY,1987-12-31T00:00:00Z,16739000000.0
9602,OXY,1988-12-31T00:00:00Z,20747000000.0
9603,OXY,1990-12-31T00:00:00Z,18619000000.0
9604,OXY,1991-12-31T00:00:00Z,15763000000.0
9605,OXY,1991-12-31T00:00:00Z,15763000000.0
9606,OXY,1992-12-31T00:00:00Z,17877000000.0
9607,OXY,1993-12-31T00:00:00Z,17123000000.0
9608,OXY,1994-12-31T00:00:00Z,17989000000.0
9609,OXY,1995-12-31T00:00:00Z,17815000000.0
9610,OXY,1996-12-31T00:00:00Z,14980000000.0
9611,OXY,1997-12-31T00:00:00Z,15291000000.0
9612,OXY,1998-12-31T00:00:00Z,15252000000.0
9613,OXY,1999-12-31T00:00:00Z,14125000000.0
9614,OXY,2000-12-31T00:00:00Z,19414000000.0
9615,OXY,2001-12-31T00:00:00Z,17850000000.0
9616,OXY,2002-12-31T00:00:00Z,16548000000.0
9617,OXY,2003-12-31T00:00:00Z,18168000000.0
9618,OXY,2004-12-31T00:00:00Z,21391000000.0
9619,OXY,2005-12-31T00:00:00Z,26108000000.0
9620,OXY,2006-12-31T00:00:00Z,32431000000.0
9621,OXY,2007-12-31T00:00:00Z,36519000000.0
9622,OXY,2008-12-31T00:00:00Z,41537000000.0
9623,OXY,2009-12-31T00:00:00Z,44229000000.0
9624,OXY,2010-12-31T00:00:00Z,52432000000.0
9625,OXY,2011-12-31T00:00:00Z,60044000000.0
9626,OXY,2012-12-31T00:00:00Z,64210000000.0
9627,OXY,2013-12-31T00:00:00Z,69443000000.0
9628,OXY,2014-12-31T00:00:00Z,56259000000.0
9629,OXY,2015-12-31T00:00:00Z,43409000000.0
9630,OXY,2016-12-31T00:00:00Z,43109000000.0
9631,OXY,2017-12-31T00:00:00Z,42026000000.0
9632,OXY,2018-12-31T00:00:00Z,43854000000.0
9633,OXY,2019-12-31T00:00:00Z,107190000000.0
9634,OXY,2020-12-31T00:00:00Z,80064000000.0001
9636,OMC,1988-12-31T00:00:00Z,
9637,OMC,1988-12-31T00:00:00Z,
9638,OMC,1988-12-31T00:00:00Z,
9639,OMC,1988-12-31T00:00:00Z,
9640,OMC,1988-12-31T00:00:00Z,
9641,OMC,1988-12-31T00:00:00Z,
9642,OMC,1988-12-31T00:00:00Z,
9643,OMC,1988-12-31T00:00:00Z,
9644,OMC,1988-12-31T00:00:00Z,
9645,OMC,1988-12-31T00:00:00Z,
9646,OMC,1988-12-31T00:00:00Z,1135414000.0
9647,OMC,1989-12-31T00:00:00Z,1547599000.0
9648,OMC,1990-12-31T00:00:00Z,1748529000.0
9649,OMC,1991-12-31T00:00:00Z,1885894000.0
9650,OMC,1992-12-31T00:00:00Z,1951950000.0
9651,OMC,1993-12-31T00:00:00Z,2289863000.0
9652,OMC,1994-12-31T00:00:00Z,3040211000.0
9653,OMC,1995-12-31T00:00:00Z,3527677000.0
9654,OMC,1996-12-31T00:00:00Z,4055943000.0
9655,OMC,1997-12-31T00:00:00Z,4965743000.0
9656,OMC,1998-12-31T00:00:00Z,7121968000.0
9657,OMC,1999-12-31T00:00:00Z,9017637000.0
9658,OMC,2000-12-31T00:00:00Z,9853707000.0
9659,OMC,2001-12-31T00:00:00Z,10617414000.0
9660,OMC,2002-12-31T00:00:00Z,11944078000.0
9661,OMC,2003-12-31T00:00:00Z,14620000000.0
9662,OMC,2004-12-31T00:00:00Z,16002400000.0
9663,OMC,2005-12-31T00:00:00Z,15919900000.0
9664,OMC,2006-12-31T00:00:00Z,17804700000.0
9665,OMC,2007-12-31T00:00:00Z,19271700000.0
9666,OMC,2008-12-31T00:00:00Z,17318400000.0
9667,OMC,2009-12-31T00:00:00Z,17920700000.0
9668,OMC,2010-12-31T00:00:00Z,19566100000.0
9669,OMC,2011-12-31T00:00:00Z,20505400000.0
9670,OMC,2012-12-31T00:00:00Z,22151900000.0
9671,OMC,2013-12-31T00:00:00Z,22098700000.0
9672,OMC,2014-12-31T00:00:00Z,21428400000.0
9673,OMC,2015-12-31T00:00:00Z,22110700000.0
9674,OMC,2016-12-31T00:00:00Z,23165400000.0
9675,OMC,2017-12-31T00:00:00Z,24931200000.0
9676,OMC,2018-12-31T00:00:00Z,24617000000.0
9677,OMC,2019-12-31T00:00:00Z,26783400000.0
9678,OMC,2020-12-31T00:00:00Z,27647200000.0
9680,OKE,1983-08-31T00:00:00Z,
9681,OKE,1983-08-31T00:00:00Z,
9682,OKE,1983-08-31T00:00:00Z,
9683,OKE,1983-08-31T00:00:00Z,
9684,OKE,1983-08-31T00:00:00Z,1017862000.0
9685,OKE,1984-08-31T00:00:00Z,1029922000.0
9686,OKE,1985-08-31T00:00:00Z,924470000.0
9687,OKE,1986-08-31T00:00:00Z,936363000.0
9688,OKE,1987-08-31T00:00:00Z,919167000.0
9689,OKE,1988-08-31T00:00:00Z,958090000.0
9690,OKE,1989-08-31T00:00:00Z,923195000.0
9691,OKE,1990-08-31T00:00:00Z,939715000.0
9692,OKE,1991-08-31T00:00:00Z,1051898000.0
9693,OKE,1992-08-31T00:00:00Z,1069858000.0
9694,OKE,1993-08-31T00:00:00Z,1104468000.0
9695,OKE,1994-08-31T00:00:00Z,1137000000.0
9696,OKE,1995-08-31T00:00:00Z,1181196000.0
9697,OKE,1996-08-31T00:00:00Z,1219891000.0
9698,OKE,1997-08-31T00:00:00Z,1237407000.0
9699,OKE,1998-08-31T00:00:00Z,2422487000.0
9700,OKE,1998-08-31T00:00:00Z,2422487000.0
9701,OKE,1999-12-31T00:00:00Z,3241240000.0
9702,OKE,2000-12-31T00:00:00Z,7360345000.0
9703,OKE,2001-12-31T00:00:00Z,5853300000.0
9704,OKE,2002-12-31T00:00:00Z,5809594000.0
9705,OKE,2003-12-31T00:00:00Z,6211886000.0
9706,OKE,2004-12-31T00:00:00Z,7199152000.0
9707,OKE,2005-12-31T00:00:00Z,9311748000.0
9708,OKE,2006-12-31T00:00:00Z,10391082000.0
9709,OKE,2007-12-31T00:00:00Z,11062034000.0
9710,OKE,2008-12-31T00:00:00Z,13126062000.0
9711,OKE,2009-12-31T00:00:00Z,12827683000.0
9712,OKE,2010-12-31T00:00:00Z,12499175000.0
9713,OKE,2011-12-31T00:00:00Z,13696635000.0
9714,OKE,2012-12-31T00:00:00Z,15855275000.0
9715,OKE,2013-12-31T00:00:00Z,17741481000.0
9716,OKE,2014-12-31T00:00:00Z,15261773000.0
9717,OKE,2015-12-31T00:00:00Z,15446111000.0
9718,OKE,2016-12-31T00:00:00Z,16138751000.0
9719,OKE,2017-12-31T00:00:00Z,16845937000.0
9720,OKE,2018-12-31T00:00:00Z,18231671000.0
9721,OKE,2019-12-31T00:00:00Z,21812121000.0
9722,OKE,2020-12-31T00:00:00Z,23078754000.0
9724,OGN,2018-12-31T00:00:00Z,
9725,OGN,2018-12-31T00:00:00Z,
9726,OGN,2018-12-31T00:00:00Z,
9727,OGN,2018-12-31T00:00:00Z,
9728,OGN,2018-12-31T00:00:00Z,
9729,OGN,2018-12-31T00:00:00Z,
9730,OGN,2018-12-31T00:00:00Z,
9731,OGN,2018-12-31T00:00:00Z,
9732,OGN,2018-12-31T00:00:00Z,
9733,OGN,2018-12-31T00:00:00Z,
9734,OGN,2018-12-31T00:00:00Z,
9735,OGN,2018-12-31T00:00:00Z,
9736,OGN,2018-12-31T00:00:00Z,
9737,OGN,2018-12-31T00:00:00Z,
9738,OGN,2018-12-31T00:00:00Z,
9739,OGN,2018-12-31T00:00:00Z,
9740,OGN,2018-12-31T00:00:00Z,
9741,OGN,2018-12-31T00:00:00Z,
9742,OGN,2018-12-31T00:00:00Z,
9743,OGN,2018-12-31T00:00:00Z,
9744,OGN,2018-12-31T00:00:00Z,
9745,OGN,2018-12-31T00:00:00Z,
9746,OGN,2018-12-31T00:00:00Z,
9747,OGN,2018-12-31T00:00:00Z,
9748,OGN,2018-12-31T00:00:00Z,
9749,OGN,2018-12-31T00:00:00Z,
9750,OGN,2018-12-31T00:00:00Z,
9751,OGN,2018-12-31T00:00:00Z,
9752,OGN,2018-12-31T00:00:00Z,
9753,OGN,2018-12-31T00:00:00Z,
9754,OGN,2018-12-31T00:00:00Z,
9755,OGN,2018-12-31T00:00:00Z,
9756,OGN,2018-12-31T00:00:00Z,
9757,OGN,2018-12-31T00:00:00Z,
9758,OGN,2018-12-31T00:00:00Z,
9759,OGN,2018-12-31T00:00:00Z,
9760,OGN,2018-12-31T00:00:00Z,
9761,OGN,2018-12-31T00:00:00Z,
9762,OGN,2018-12-31T00:00:00Z,
9763,OGN,2018-12-31T00:00:00Z,10494000000.0
9764,OGN,2019-12-31T00:00:00Z,10548000000.0
9765,OGN,2019-12-31T00:00:00Z,10548000000.0
9766,OGN,2020-12-31T00:00:00Z,10109000000.0
9769,PKG,1996-12-31T00:00:00Z,
9770,PKG,1996-12-31T00:00:00Z,
9771,PKG,1996-12-31T00:00:00Z,
9772,PKG,1996-12-31T00:00:00Z,
9773,PKG,1996-12-31T00:00:00Z,
9774,PKG,1996-12-31T00:00:00Z,
