,Instrument,Date,Free Cash Flow
4314,DD,2016-12-31T00:00:00Z,3122000000.0
4315,DD,2017-12-31T00:00:00Z,-4035000000.0
4316,DD,2018-12-31T00:00:00Z,-4838000000.0
4317,DD,2019-12-31T00:00:00Z,-10185000000.0
4318,DD,2020-12-31T00:00:00Z,-3109000000.0
4319,DXC,1986-03-28T00:00:00Z,
4320,DXC,1986-03-28T00:00:00Z,
4321,DXC,1986-03-28T00:00:00Z,
4322,DXC,1986-03-28T00:00:00Z,
4323,DXC,1986-03-28T00:00:00Z,
4324,DXC,1986-03-28T00:00:00Z,
4325,DXC,1986-03-28T00:00:00Z,
4326,DXC,1986-03-28T00:00:00Z,17092000.0
4327,DXC,1987-03-31T00:00:00Z,30987000.0
4328,DXC,1988-03-31T00:00:00Z,37937000.0
4329,DXC,1989-03-31T00:00:00Z,44195000.0
4330,DXC,1990-03-30T00:00:00Z,65704000.0
4331,DXC,1991-03-29T00:00:00Z,78231000.0
4332,DXC,1992-04-03T00:00:00Z,-87297000.0
4333,DXC,1993-04-02T00:00:00Z,118657990.0
4334,DXC,1994-04-01T00:00:00Z,-37807000.0
4335,DXC,1995-03-31T00:00:00Z,-16796000.0
4336,DXC,1996-03-29T00:00:00Z,-65263020.0
4337,DXC,1997-03-28T00:00:00Z,23491000.0
4338,DXC,1998-04-03T00:00:00Z,103035000.0
4339,DXC,1999-04-02T00:00:00Z,200589000.0
4340,DXC,2000-03-31T00:00:00Z,17184000.0
4341,DXC,2001-03-30T00:00:00Z,-691900000.0
4342,DXC,2002-03-29T00:00:00Z,-300000.0
4343,DXC,2003-03-28T00:00:00Z,399800000.0
4344,DXC,2004-04-02T00:00:00Z,167200000.0
4345,DXC,2005-04-01T00:00:00Z,132000000.0
4346,DXC,2006-03-31T00:00:00Z,409300000.0
4347,DXC,2007-03-30T00:00:00Z,518100000.0
4348,DXC,2008-03-28T00:00:00Z,544000000.0
4349,DXC,2009-04-03T00:00:00Z,1449000000.0
4350,DXC,2010-04-02T00:00:00Z,1154000000.0
4351,DXC,2011-04-01T00:00:00Z,941000000.0
4352,DXC,2012-03-30T00:00:00Z,-4295000000.0
4353,DXC,2013-03-29T00:00:00Z,273000000.0
4354,DXC,2014-03-28T00:00:00Z,1136000000.0
4355,DXC,2015-04-03T00:00:00Z,-6000000.0
4356,DXC,2016-04-01T00:00:00Z,-232000000.0
4357,DXC,2017-03-31T00:00:00Z,-7000000.0
4358,DXC,2018-03-31T00:00:00Z,2646000000.0
4359,DXC,2019-03-31T00:00:00Z,2044000000.0
4360,DXC,2020-03-31T00:00:00Z,-4509000000.0
4361,DXC,2021-03-31T00:00:00Z,1009000000.0
4362,EMN,1990-12-31T00:00:00Z,
4363,EMN,1990-12-31T00:00:00Z,
4364,EMN,1990-12-31T00:00:00Z,
4365,EMN,1990-12-31T00:00:00Z,
4366,EMN,1990-12-31T00:00:00Z,
4367,EMN,1990-12-31T00:00:00Z,
4368,EMN,1990-12-31T00:00:00Z,
4369,EMN,1990-12-31T00:00:00Z,
4370,EMN,1990-12-31T00:00:00Z,
4371,EMN,1990-12-31T00:00:00Z,
4372,EMN,1990-12-31T00:00:00Z,
4373,EMN,1990-12-31T00:00:00Z,
4374,EMN,1990-12-31T00:00:00Z,29000000.0
4375,EMN,1991-12-31T00:00:00Z,54000000.0
4376,EMN,1992-12-31T00:00:00Z,171000000.0
4377,EMN,1993-12-31T00:00:00Z,244000000.0
4378,EMN,1994-12-31T00:00:00Z,285000000.0
4379,EMN,1995-12-31T00:00:00Z,288000000.0
4380,EMN,1996-12-31T00:00:00Z,-229000000.0
4381,EMN,1997-12-31T00:00:00Z,-274000000.0
4382,EMN,1998-12-31T00:00:00Z,-38000000.0
4383,EMN,1999-12-31T00:00:00Z,-38000000.0
4384,EMN,2000-12-31T00:00:00Z,303000000.0
4385,EMN,2001-12-31T00:00:00Z,-171000000.0
4386,EMN,2002-12-31T00:00:00Z,-131000000.0
4387,EMN,2003-12-31T00:00:00Z,-287000000.0
4388,EMN,2004-12-31T00:00:00Z,93000000.0
4389,EMN,2005-12-31T00:00:00Z,348000000.0
4390,EMN,2006-12-31T00:00:00Z,186000000.0
4391,EMN,2007-12-31T00:00:00Z,-28000000.0
4392,EMN,2008-12-31T00:00:00Z,-167000000.0
4393,EMN,2009-12-31T00:00:00Z,-18000000.0
4394,EMN,2010-12-31T00:00:00Z,321000000.0
4395,EMN,2011-12-31T00:00:00Z,278000000.0
4396,EMN,2012-12-31T00:00:00Z,141000000.0
4397,EMN,2013-12-31T00:00:00Z,977000000.0
4398,EMN,2014-12-31T00:00:00Z,402000000.0
4399,EMN,2015-12-31T00:00:00Z,535000000.0
4400,EMN,2016-12-31T00:00:00Z,541000000.0
4401,EMN,2017-12-31T00:00:00Z,691000000.0
4402,EMN,2018-12-31T00:00:00Z,822000000.0
4403,EMN,2019-12-31T00:00:00Z,605000000.0
4404,EMN,2020-12-31T00:00:00Z,322000000.0
4405,ETN,1986-12-31T00:00:00Z,
4406,ETN,1986-12-31T00:00:00Z,
4407,ETN,1986-12-31T00:00:00Z,
4408,ETN,1986-12-31T00:00:00Z,
4409,ETN,1986-12-31T00:00:00Z,
4410,ETN,1986-12-31T00:00:00Z,
4411,ETN,1986-12-31T00:00:00Z,
4412,ETN,1986-12-31T00:00:00Z,
4413,ETN,1986-12-31T00:00:00Z,35000000.0
4414,ETN,1987-12-31T00:00:00Z,106000000.0
4415,ETN,1988-12-31T00:00:00Z,94000000.0
4416,ETN,1989-12-31T00:00:00Z,85000000.0
4417,ETN,1991-12-31T00:00:00Z,-10000000.0
4418,ETN,1991-12-31T00:00:00Z,-10000000.0
4419,ETN,1992-12-31T00:00:00Z,78000000.0
4420,ETN,1993-12-31T00:00:00Z,66000000.0
4421,ETN,1994-12-31T00:00:00Z,226000000.0
4422,ETN,1995-12-31T00:00:00Z,164000000.0
4423,ETN,1996-12-31T00:00:00Z,198000000.0
4424,ETN,1997-12-31T00:00:00Z,235000000.0
4425,ETN,1998-12-31T00:00:00Z,148000000.0
4426,ETN,1999-12-31T00:00:00Z,416000000.0
4427,ETN,2000-12-31T00:00:00Z,312000000.0
4428,ETN,2001-12-31T00:00:00Z,203000000.0
4429,ETN,2002-12-31T00:00:00Z,306000000.0
4430,ETN,2003-12-31T00:00:00Z,373000000.0
4431,ETN,2004-12-31T00:00:00Z,547000000.0
4432,ETN,2005-12-31T00:00:00Z,645000000.0
4433,ETN,2006-12-31T00:00:00Z,751000000.0
4434,ETN,2007-12-31T00:00:00Z,815000000.0
4435,ETN,2008-12-31T00:00:00Z,869000000.0
4436,ETN,2009-12-31T00:00:00Z,424000000.0
4437,ETN,2010-12-31T00:00:00Z,730000000.0
4438,ETN,2011-12-31T00:00:00Z,879000000.0
4439,ETN,2012-12-31T00:00:00Z,691000000.0
4440,ETN,2013-12-31T00:00:00Z,1460000000.0
4441,ETN,2014-12-31T00:00:00Z,1225000000.0
4442,ETN,2015-12-31T00:00:00Z,1367000000.0
4443,ETN,2016-12-31T00:00:00Z,1314000000.0
4444,ETN,2017-12-31T00:00:00Z,2250000000.0
4445,ETN,2018-12-31T00:00:00Z,1335000000.0
4446,ETN,2019-12-31T00:00:00Z,1309000000.0
4447,ETN,2020-12-31T00:00:00Z,662000000.0
4449,ECL,1983-06-30T00:00:00Z,
4450,ECL,1983-06-30T00:00:00Z,
4451,ECL,1983-06-30T00:00:00Z,
4452,ECL,1983-06-30T00:00:00Z,
4453,ECL,1983-06-30T00:00:00Z,4081000.0
4454,ECL,1984-06-30T00:00:00Z,5884000.0
4455,ECL,1985-06-30T00:00:00Z,18594000.0
4456,ECL,1986-06-30T00:00:00Z,25749000.0
4457,ECL,1986-06-30T00:00:00Z,25749000.0
4458,ECL,1987-12-31T00:00:00Z,25107000.0
4459,ECL,1988-12-31T00:00:00Z,30836000.0
4460,ECL,1989-12-31T00:00:00Z,13301000.0
4461,ECL,1990-12-31T00:00:00Z,29331000.0
4462,ECL,1991-12-31T00:00:00Z,28027000.0
4463,ECL,1992-12-31T00:00:00Z,41444000.0
4464,ECL,1993-12-31T00:00:00Z,42896000.0
4465,ECL,1994-12-31T00:00:00Z,24172000.0
4466,ECL,1995-12-31T00:00:00Z,24758000.0
4467,ECL,1996-12-31T00:00:00Z,42083000.0
4468,ECL,1997-12-31T00:00:00Z,58278000.0
4469,ECL,1998-12-31T00:00:00Z,63796000.0
4470,ECL,1999-12-31T00:00:00Z,92044000.0
4471,ECL,2000-12-31T00:00:00Z,98158000.0
4472,ECL,2001-12-31T00:00:00Z,81064000.0
4473,ECL,2002-12-31T00:00:00Z,136800000.0
4474,ECL,2003-12-31T00:00:00Z,186903000.0
4475,ECL,2004-12-31T00:00:00Z,149938000.0
4476,ECL,2005-12-31T00:00:00Z,196154000.0
4477,ECL,2006-12-31T00:00:00Z,207302000.0
4478,ECL,2007-12-31T00:00:00Z,244400000.0
4479,ECL,2008-12-31T00:00:00Z,259400000.0
4480,ECL,2009-12-31T00:00:00Z,320700000.0
4481,ECL,2010-12-31T00:00:00Z,435800000.0
4482,ECL,2011-12-31T00:00:00Z,330100000.0
4483,ECL,2012-12-31T00:00:00Z,501500000.0
4484,ECL,2013-12-31T00:00:00Z,909400000.0
4485,ECL,2014-12-31T00:00:00Z,955900000.0
4486,ECL,2015-12-31T00:00:00Z,661300000.0
4487,ECL,2016-12-31T00:00:00Z,912900000.0
4488,ECL,2017-12-31T00:00:00Z,936000000.0
4489,ECL,2018-12-31T00:00:00Z,1135200000.0
4490,ECL,2019-12-31T00:00:00Z,1190900000.0
4491,ECL,2020-12-31T00:00:00Z,747700000.0
4492,EIX,1986-12-31T00:00:00Z,
4493,EIX,1986-12-31T00:00:00Z,
4494,EIX,1986-12-31T00:00:00Z,
4495,EIX,1986-12-31T00:00:00Z,
4496,EIX,1986-12-31T00:00:00Z,
4497,EIX,1986-12-31T00:00:00Z,
4498,EIX,1986-12-31T00:00:00Z,
4499,EIX,1986-12-31T00:00:00Z,
4500,EIX,1986-12-31T00:00:00Z,-484532990.0
4501,EIX,1987-12-31T00:00:00Z,-163017030.0
4502,EIX,1988-12-31T00:00:00Z,200093020.0
4503,EIX,1990-12-31T00:00:00Z,143000000.0
4504,EIX,1991-12-31T00:00:00Z,17000000.0
4505,EIX,1991-12-31T00:00:00Z,17000000.0
4506,EIX,1992-12-31T00:00:00Z,238000000.0
4507,EIX,1993-12-31T00:00:00Z,-214000000.0
4508,EIX,1994-12-31T00:00:00Z,74000000.0
4509,EIX,1995-12-31T00:00:00Z,-605000000.0
4510,EIX,1996-12-31T00:00:00Z,801999940.0
4511,EIX,1997-12-31T00:00:00Z,959000000.0
4512,EIX,1998-12-31T00:00:00Z,831000000.0
4513,EIX,1999-12-31T00:00:00Z,-4943000000.0
4514,EIX,2000-12-31T00:00:00Z,-1831000000.0
4515,EIX,2001-12-31T00:00:00Z,2534000000.0
4516,EIX,2002-12-31T00:00:00Z,590000000.0
4517,EIX,2003-12-31T00:00:00Z,578000000.0
4518,EIX,2004-12-31T00:00:00Z,-791000000.0
4519,EIX,2005-12-31T00:00:00Z,135100000.0
4520,EIX,2006-12-31T00:00:00Z,-476000000.0
4521,EIX,2007-12-31T00:00:00Z,-617000000.0
4522,EIX,2008-12-31T00:00:00Z,-519000000.0
4523,EIX,2009-12-31T00:00:00Z,-1253000000.0
4524,EIX,2010-12-31T00:00:00Z,-1701000000.0
4525,EIX,2011-12-31T00:00:00Z,-1915000000.0
4526,EIX,2012-12-31T00:00:00Z,-1436000000.0
4527,EIX,2013-12-31T00:00:00Z,-1464000000.0
4528,EIX,2014-12-31T00:00:00Z,-1130000000.0
4529,EIX,2015-12-31T00:00:00Z,-1795000000.0
4530,EIX,2016-12-31T00:00:00Z,-987000000.0
4531,EIX,2017-12-31T00:00:00Z,-1426000000.0
4532,EIX,2018-12-31T00:00:00Z,-3828000000.0
4533,EIX,2019-12-31T00:00:00Z,-2600000000.0
4534,EIX,2020-12-31T00:00:00Z,-3644000000.0
4535,EW,1997-12-31T00:00:00Z,
4536,EW,1997-12-31T00:00:00Z,
4537,EW,1997-12-31T00:00:00Z,
4538,EW,1997-12-31T00:00:00Z,
4539,EW,1997-12-31T00:00:00Z,
4540,EW,1997-12-31T00:00:00Z,
4541,EW,1997-12-31T00:00:00Z,
4542,EW,1997-12-31T00:00:00Z,
4543,EW,1997-12-31T00:00:00Z,
4544,EW,1997-12-31T00:00:00Z,
4545,EW,1997-12-31T00:00:00Z,
4546,EW,1997-12-31T00:00:00Z,
4547,EW,1997-12-31T00:00:00Z,
4548,EW,1997-12-31T00:00:00Z,
4549,EW,1997-12-31T00:00:00Z,
4550,EW,1997-12-31T00:00:00Z,
4551,EW,1997-12-31T00:00:00Z,
4552,EW,1997-12-31T00:00:00Z,
4553,EW,1997-12-31T00:00:00Z,20000000.0
4554,EW,1998-12-31T00:00:00Z,138000000.0
4555,EW,1998-12-31T00:00:00Z,138000000.0
4556,EW,1999-12-31T00:00:00Z,158000000.0
4557,EW,2000-12-31T00:00:00Z,-185000000.0
4558,EW,2001-12-31T00:00:00Z,0.0
4559,EW,2002-12-31T00:00:00Z,47100000.0
4560,EW,2003-12-31T00:00:00Z,78600000.0
4561,EW,2004-12-31T00:00:00Z,-5500000.0
4562,EW,2005-12-31T00:00:00Z,84500000.0
4563,EW,2006-12-31T00:00:00Z,127900000.0
4564,EW,2007-12-31T00:00:00Z,105400000.0
4565,EW,2008-12-31T00:00:00Z,107100000.0
4566,EW,2009-12-31T00:00:00Z,223700000.0
4567,EW,2010-12-31T00:00:00Z,211600000.0
4568,EW,2011-12-31T00:00:00Z,204200000.0
4569,EW,2012-12-31T00:00:00Z,229200000.0
4570,EW,2013-12-31T00:00:00Z,342000000.0
4571,EW,2014-12-31T00:00:00Z,786000000.0
4572,EW,2015-12-31T00:00:00Z,454200000.0
4573,EW,2016-12-31T00:00:00Z,423300000.0
4574,EW,2017-12-31T00:00:00Z,784100000.0
4575,EW,2018-12-31T00:00:00Z,573700000.0
4576,EW,2019-12-31T00:00:00Z,860600000.0
4577,EW,2020-12-31T00:00:00Z,523300000.0
4579,ELV,1998-12-31T00:00:00Z,
4580,ELV,1998-12-31T00:00:00Z,
4581,ELV,1998-12-31T00:00:00Z,
4582,ELV,1998-12-31T00:00:00Z,
4583,ELV,1998-12-31T00:00:00Z,
4584,ELV,1998-12-31T00:00:00Z,
4585,ELV,1998-12-31T00:00:00Z,
4586,ELV,1998-12-31T00:00:00Z,
4587,ELV,1998-12-31T00:00:00Z,
4588,ELV,1998-12-31T00:00:00Z,
4589,ELV,1998-12-31T00:00:00Z,
4590,ELV,1998-12-31T00:00:00Z,
4591,ELV,1998-12-31T00:00:00Z,
4592,ELV,1998-12-31T00:00:00Z,
4593,ELV,1998-12-31T00:00:00Z,
4594,ELV,1998-12-31T00:00:00Z,
4595,ELV,1998-12-31T00:00:00Z,
4596,ELV,1998-12-31T00:00:00Z,
4597,ELV,1998-12-31T00:00:00Z,
4598,ELV,1998-12-31T00:00:00Z,143800000.0
4599,ELV,1999-12-31T00:00:00Z,13700000.0
4600,ELV,1999-12-31T00:00:00Z,13700000.0
4601,ELV,2000-12-31T00:00:00Z,256700000.0
4602,ELV,2001-12-31T00:00:00Z,391900000.0
4603,ELV,2002-12-31T00:00:00Z,564100000.0
4604,ELV,2003-12-31T00:00:00Z,788500000.0
4605,ELV,2004-12-31T00:00:00Z,962800000.0
4606,ELV,2005-12-31T00:00:00Z,2659600000.0
4607,ELV,2006-12-31T00:00:00Z,3331400000.0
4608,ELV,2007-12-31T00:00:00Z,3434300000.0
4609,ELV,2008-12-31T00:00:00Z,2536600000.0
4610,ELV,2009-12-31T00:00:00Z,4740600000.0
4611,ELV,2010-12-31T00:00:00Z,3036500000.0
4612,ELV,2011-12-31T00:00:00Z,2406600000.0
4613,ELV,2012-12-31T00:00:00Z,2479700000.0
4614,ELV,2013-12-31T00:00:00Z,2448600000.0
4615,ELV,2014-12-31T00:00:00Z,2215800000.0
4616,ELV,2015-12-31T00:00:00Z,2173100000.0
4617,ELV,2016-12-31T00:00:00Z,2114000000.0
4618,ELV,2017-12-31T00:00:00Z,2288900000.0
4619,ELV,2018-12-31T00:00:00Z,2746000000.0
4620,ELV,2019-12-31T00:00:00Z,4383000000.0
4621,ELV,2020-12-31T00:00:00Z,3751000000.0
4622,LLY,1986-12-31T00:00:00Z,
4623,LLY,1986-12-31T00:00:00Z,
4624,LLY,1986-12-31T00:00:00Z,
4625,LLY,1986-12-31T00:00:00Z,
4626,LLY,1986-12-31T00:00:00Z,
4627,LLY,1986-12-31T00:00:00Z,
4628,LLY,1986-12-31T00:00:00Z,
4629,LLY,1986-12-31T00:00:00Z,
4630,LLY,1986-12-31T00:00:00Z,139800000.0
4631,LLY,1987-12-31T00:00:00Z,100500000.0
4632,LLY,1988-12-31T00:00:00Z,228200000.0
4633,LLY,1989-12-31T00:00:00Z,247800000.0
4634,LLY,1990-12-31T00:00:00Z,-150400000.0
4635,LLY,1991-12-31T00:00:00Z,-211800000.0
4636,LLY,1992-12-31T00:00:00Z,-405600000.0
4637,LLY,1993-12-31T00:00:00Z,-548900000.0
4638,LLY,1994-12-31T00:00:00Z,244800000.0
4639,LLY,1995-12-31T00:00:00Z,507700000.0
4640,LLY,1996-12-31T00:00:00Z,968500000.0
4641,LLY,1997-12-31T00:00:00Z,1338800000.0
4642,LLY,1998-12-31T00:00:00Z,1287400000.0
4643,LLY,1999-12-31T00:00:00Z,1457500000.0
4644,LLY,2000-12-31T00:00:00Z,1689700000.0
4645,LLY,2001-12-31T00:00:00Z,1013500000.0
4646,LLY,2002-12-31T00:00:00Z,595000000.0
4647,LLY,2003-12-31T00:00:00Z,-119500000.0
4648,LLY,2004-12-31T00:00:00Z,-1161800000.0
4649,LLY,2005-12-31T00:00:00Z,-368800000.0
4650,LLY,2006-12-31T00:00:00Z,483600000.0
4651,LLY,2007-12-31T00:00:00Z,761100000.0
4652,LLY,2008-12-31T00:00:00Z,-4272700000.0
4653,LLY,2009-12-31T00:00:00Z,2412200000.0
4654,LLY,2010-12-31T00:00:00Z,2852300000.0
4655,LLY,2011-12-31T00:00:00Z,1676100000.0
4656,LLY,2012-12-31T00:00:00Z,2174000000.0
4657,LLY,2013-12-31T00:00:00Z,2800600000.0
4658,LLY,2014-12-31T00:00:00Z,102400000.0
4659,LLY,2015-12-31T00:00:00Z,82600000.0
4660,LLY,2016-12-31T00:00:00Z,983700000.0
4661,LLY,2017-12-31T00:00:00Z,1705200000.0
4662,LLY,2018-12-31T00:00:00Z,-395100000.0
4663,LLY,2019-12-31T00:00:00Z,2107200000.0
4664,LLY,2020-12-31T00:00:00Z,2801400000.0
4665,EMR,1986-09-30T00:00:00Z,
4666,EMR,1986-09-30T00:00:00Z,
4667,EMR,1986-09-30T00:00:00Z,
4668,EMR,1986-09-30T00:00:00Z,
4669,EMR,1986-09-30T00:00:00Z,
4670,EMR,1986-09-30T00:00:00Z,
4671,EMR,1986-09-30T00:00:00Z,
4672,EMR,1986-09-30T00:00:00Z,231600000.0
4673,EMR,1987-09-30T00:00:00Z,263800000.0
4674,EMR,1988-09-30T00:00:00Z,282200000.0
4675,EMR,1989-09-30T00:00:00Z,282400000.0
4676,EMR,1990-09-30T00:00:00Z,291600000.0
4677,EMR,1991-09-30T00:00:00Z,320200000.0
4678,EMR,1992-09-30T00:00:00Z,303100000.0
4679,EMR,1993-09-30T00:00:00Z,419000000.0
4680,EMR,1994-09-30T00:00:00Z,658900000.0
4681,EMR,1995-09-30T00:00:00Z,538100000.0
4682,EMR,1996-09-30T00:00:00Z,530500000.0
4683,EMR,1997-09-30T00:00:00Z,577400000.0
4684,EMR,1998-09-30T00:00:00Z,667500000.0
4685,EMR,1999-09-30T00:00:00Z,793100000.0
4686,EMR,2000-09-30T00:00:00Z,794800000.0
4687,EMR,2001-09-30T00:00:00Z,539800000.0
4688,EMR,2002-09-30T00:00:00Z,581000000.0
4689,EMR,2003-09-30T00:00:00Z,549000000.0
4690,EMR,2004-09-30T00:00:00Z,739000000.0
4691,EMR,2005-09-30T00:00:00Z,772000000.0
4692,EMR,2006-09-30T00:00:00Z,1115000000.0
4693,EMR,2007-09-30T00:00:00Z,1267000000.0
4694,EMR,2008-09-30T00:00:00Z,1573000000.0
4695,EMR,2009-09-30T00:00:00Z,960000000.0
4696,EMR,2010-09-30T00:00:00Z,1314000000.0
4697,EMR,2011-09-30T00:00:00Z,1685000000.0
4698,EMR,2012-09-30T00:00:00Z,1011000000.0
4699,EMR,2013-09-30T00:00:00Z,1026000000.0
4700,EMR,2014-09-30T00:00:00Z,946000000.0
4701,EMR,2015-09-30T00:00:00Z,1256000000.0
4702,EMR,2016-09-30T00:00:00Z,513000000.0
4703,EMR,2017-09-30T00:00:00Z,596000000.0
4704,EMR,2018-09-30T00:00:00Z,947000000.0
4705,EMR,2019-09-30T00:00:00Z,1347000000.0
4706,EMR,2020-09-30T00:00:00Z,1097000000.0
4707,EMR,2021-09-30T00:00:00Z,1505000000.0
4709,ETR,1985-12-31T00:00:00Z,
4710,ETR,1985-12-31T00:00:00Z,
4711,ETR,1985-12-31T00:00:00Z,
4712,ETR,1985-12-31T00:00:00Z,
4713,ETR,1985-12-31T00:00:00Z,
4714,ETR,1985-12-31T00:00:00Z,
4715,ETR,1985-12-31T00:00:00Z,
4716,ETR,1985-12-31T00:00:00Z,-467332000.0
4717,ETR,1986-12-31T00:00:00Z,458614020.0
4718,ETR,1987-12-31T00:00:00Z,389751020.0
4719,ETR,1988-12-31T00:00:00Z,422574980.0
4720,ETR,1989-12-31T00:00:00Z,-614195990.0
4721,ETR,1990-12-31T00:00:00Z,264955010.0
4722,ETR,1991-12-31T00:00:00Z,212993000.0
4723,ETR,1992-12-31T00:00:00Z,167633020.0
4724,ETR,1993-12-31T00:00:00Z,101921020.0
4725,ETR,1994-12-31T00:00:00Z,-85419980.0
4726,ETR,1995-12-31T00:00:00Z,-131755980.0
4727,ETR,1996-12-31T00:00:00Z,39273970.0
4728,ETR,1997-12-31T00:00:00Z,-198222000.0
4729,ETR,1998-12-31T00:00:00Z,57389000.0
4730,ETR,1999-12-31T00:00:00Z,-371175000.0
4731,ETR,2000-12-31T00:00:00Z,-453360000.0
4732,ETR,2001-12-31T00:00:00Z,-335655000.0
4733,ETR,2002-12-31T00:00:00Z,-588356000.0
4734,ETR,2003-12-31T00:00:00Z,-378713000.0
4735,ETR,2004-12-31T00:00:00Z,-145519000.0
4736,ETR,2005-12-31T00:00:00Z,-468578000.0
4737,ETR,2006-12-31T00:00:00Z,-357266000.0
4738,ETR,2007-12-31T00:00:00Z,-757614000.0
4739,ETR,2008-12-31T00:00:00Z,-1244673000.0
4740,ETR,2009-12-31T00:00:00Z,-739766000.0
4741,ETR,2010-12-31T00:00:00Z,-685778000.0
4742,ETR,2011-12-31T00:00:00Z,-1489554000.0
4743,ETR,2012-12-31T00:00:00Z,-2309246000.0
4744,ETR,2013-12-31T00:00:00Z,-710579000.0
4745,ETR,2014-12-31T00:00:00Z,-203754000.0
4746,ETR,2015-12-31T00:00:00Z,-1672445000.0
4747,ETR,2016-12-31T00:00:00Z,-3137208000.0
4748,ETR,2017-12-31T00:00:00Z,-1593843000.0
4749,ETR,2018-12-31T00:00:00Z,-2043890000.0
4750,ETR,2019-12-31T00:00:00Z,-1935977000.0
4751,ETR,2020-12-31T00:00:00Z,-2277621000.0
4752,EOG,1987-12-31T00:00:00Z,
4753,EOG,1987-12-31T00:00:00Z,
4754,EOG,1987-12-31T00:00:00Z,
4755,EOG,1987-12-31T00:00:00Z,
4756,EOG,1987-12-31T00:00:00Z,
4757,EOG,1987-12-31T00:00:00Z,
4758,EOG,1987-12-31T00:00:00Z,
4759,EOG,1987-12-31T00:00:00Z,
4760,EOG,1987-12-31T00:00:00Z,
4761,EOG,1987-12-31T00:00:00Z,17171000.0
4762,EOG,1988-12-31T00:00:00Z,-31463000.0
4763,EOG,1989-12-31T00:00:00Z,-95130010.0
4764,EOG,1991-12-31T00:00:00Z,-49522000.0
4765,EOG,1991-12-31T00:00:00Z,-49522000.0
4766,EOG,1992-12-31T00:00:00Z,-133647000.0
4767,EOG,1993-12-31T00:00:00Z,-51456000.0
4768,EOG,1994-12-31T00:00:00Z,-112887000.0
4769,EOG,1995-12-31T00:00:00Z,-148119000.0
4770,EOG,1996-12-31T00:00:00Z,-222214000.0
4771,EOG,1997-12-31T00:00:00Z,-302683000.0
4772,EOG,1998-12-31T00:00:00Z,-403519020.0
4773,EOG,1999-12-31T00:00:00Z,425230000.0
4774,EOG,2000-12-31T00:00:00Z,49263000.0
4775,EOG,2001-12-31T00:00:00Z,-290042000.0
4776,EOG,2002-12-31T00:00:00Z,-315851000.0
4777,EOG,2003-12-31T00:00:00Z,-408746000.0
4778,EOG,2004-12-31T00:00:00Z,-335913000.0
4779,EOG,2005-12-31T00:00:00Z,138653000.0
4780,EOG,2006-12-31T00:00:00Z,-804587000.0
4781,EOG,2007-12-31T00:00:00Z,-1614282000.0
4782,EOG,2008-12-31T00:00:00Z,-1547324000.0
4783,EOG,2009-12-31T00:00:00Z,-1549454000.0
4784,EOG,2010-12-31T00:00:00Z,-3632042000.0
4785,EOG,2011-12-31T00:00:00Z,-3510477000.0
4786,EOG,2012-12-31T00:00:00Z,-3796214000.0
4787,EOG,2013-12-31T00:00:00Z,-1461720000.0
4788,EOG,2014-12-31T00:00:00Z,-1613972000.0
4789,EOG,2015-12-31T00:00:00Z,-6591039000.0
4790,EOG,2016-12-31T00:00:00Z,-498909000.0
4791,EOG,2017-12-31T00:00:00Z,-718807000.0
4792,EOG,2018-12-31T00:00:00Z,287928000.0
4793,EOG,2019-12-31T00:00:00Z,-526112000.0
4794,EOG,2020-12-31T00:00:00Z,-1489742000.0
4796,EQT,1986-12-31T00:00:00Z,
4797,EQT,1986-12-31T00:00:00Z,
4798,EQT,1986-12-31T00:00:00Z,
4799,EQT,1986-12-31T00:00:00Z,
4800,EQT,1986-12-31T00:00:00Z,
4801,EQT,1986-12-31T00:00:00Z,
4802,EQT,1986-12-31T00:00:00Z,
4803,EQT,1986-12-31T00:00:00Z,
4804,EQT,1986-12-31T00:00:00Z,-23437000.0
4805,EQT,1987-12-31T00:00:00Z,3195000.0
4806,EQT,1988-12-31T00:00:00Z,8258000.0
4807,EQT,1989-12-31T00:00:00Z,12523000.0
4808,EQT,1990-12-31T00:00:00Z,16000000.0
4809,EQT,1991-12-31T00:00:00Z,-101965000.0
4810,EQT,1992-12-31T00:00:00Z,40448000.0
4811,EQT,1993-12-31T00:00:00Z,-181175000.0
4812,EQT,1994-12-31T00:00:00Z,-31784000.0
4813,EQT,1995-12-31T00:00:00Z,-53037000.0
4814,EQT,1996-12-31T00:00:00Z,-7879000.0
4815,EQT,1997-12-31T00:00:00Z,-144730000.0
4816,EQT,1998-12-31T00:00:00Z,-168129000.0
4817,EQT,1999-12-31T00:00:00Z,50577000.0
4818,EQT,2000-12-31T00:00:00Z,42962000.0
4819,EQT,2001-12-31T00:00:00Z,53814000.0
4820,EQT,2002-12-31T00:00:00Z,-36648000.0
4821,EQT,2003-12-31T00:00:00Z,-39139000.0
4822,EQT,2004-12-31T00:00:00Z,89689000.0
4823,EQT,2005-12-31T00:00:00Z,-23090000.0
4824,EQT,2006-12-31T00:00:00Z,-191818000.0
4825,EQT,2007-12-31T00:00:00Z,-516468000.0
4826,EQT,2008-12-31T00:00:00Z,-1062979000.0
4827,EQT,2009-12-31T00:00:00Z,-726269000.0
4828,EQT,2010-12-31T00:00:00Z,-876239000.0
4829,EQT,2011-12-31T00:00:00Z,-636782000.0
4830,EQT,2012-12-31T00:00:00Z,-859107000.0
